description,title
"An elegant Port, its fruit and firm tannins blending effortlessly with blackberry jelly and spice flavors. It is halfway between a sweet and dry style, the sweetness coming from prunes, the dryness from firm tannins. This could probably age a few years in the bottle.",Poças 2001 Late Bottled Vintage  (Port)
"This wine offers some meaty fruit flavors that gather round the midpalate and hold there; a big bundle of berries, cherries and plums, annotated with cinnamon and spice. There's even a hint of mint, and the slightest suggestion of fresh cilantro; the only off-note is a little gluey flavor in the finish.",Stoller 2006 SV Estate Pinot Noir (Dundee Hills)
"Toasty and vanilla-scented, with deeper, riper fruit than the Reserva and an extra layer of textural richness. It's plummy, chocolaty and slightly fudge-like in flavor.",Tarapaca 2007 Gran Reserva Carmenère (Maipo Valley)
"Lustau calls it dry but Los Arcos definitely has some aromatic and palate sweetness. The nose settles on brown sugar, peach, mixed nuts and honey. It's not super tight or acidic, and thus the palate drips maple and molasses. Medium-bodied and balanced, but with that shot of sugar offset by honest but mellow acids.",Lustau NV Dry Amontillado Los Arcos Sherry (Jerez)
"Here's a Conero Riserva from the estate's San Lorenzo vineyard that holds back nicely in terms of its aromatic intensity and delivers a drinkable, elegant experience instead. The mouthfeel is clean and polished with sweet cherry flavors backed by Asian spice.",Umani Ronchi 2004 Cúmaro Riserva  (Conero)
"Grown in the Sebastopol Hills area, this Pinot tastes very young and jammy and immature. Released at less than a year of age, it's thick and a little heavy, with cherry, currant and mocha flavors not yet meshed with oak. One wonders why the winery didn't hold it back another year or so. But it could develop in the bottle. Try after 2010.",W.H. Smith 2007 Umino Vineyard Pinot Noir (Sonoma Coast)
"Lifted and juicy, this impressive effort from Western Australia shows woodsy, cedary notes on a restrained nose. The palate is drenched in gorgeous cassis and cherry cordial fruit framed by gentle tannins. The crisp finish will cut through steak or pork dishes. Imported by America Uncorked.",Watershed 2005 Awakening Cabernet Sauvignon (Margaret River)
"There is such a surprising level of acidity in this wine that it seems unsure of where to go with its sweetness. The fruit flavors are lemon, peach and dry honey. While the wine is likely to age, it is already missing intensity.",Château Rabaud-Promis 2004  Sauternes
"INOX—from the French inoxidable—is Chehalem's stainless steel-fermented Chardonnay, what some might label “naked” or “unwooded.” It is widely available and very appealing, with a tart, stony texture and bright, acid-driven fruit. Green apple and citrus are front and center in this vintage, with a steely spine of natural acid and virtually no residual sugar.",Chehalem 2007 INOX Chardonnay (Willamette Valley)
"Fragrant and soft, this nicely oaked Pinot Noir offers cherry, cola, mocha and toast flavors. If there is a critique to be made, it is that the finish, though clean and pure, feels just a little flat in the mouth, not as lively as the entry promises.",Daedalus Cellars 2006 Pinot Noir (Willamette Valley)
"A rich wine from a ripe year. The flavors are full and open, edged with a mushroom character that suggests maturity. The fruits are going towards almonds, while the structure has softened.",Fournier Père et Fils 2005 Grand Cuvée Fournier Vieilles Vignes  (Sancerre)
"Smells and tastes semisweet, with vanilla and molasses on the nose. The palate runs sweet as well, with root beer, brown sugar and brownie flavors. It's enjoyable and made right, but with less acidity and cut than many Sherries. Finishes with a mocha blast and some grabby thickness.",Bodegas Dios Baco S.L. NV Oloroso Sherry (Jerez)
"Coda della Foce (a blend of Nero d'Avola, Merlot and Petit Verdot that sees 17 months in oak) delivers a sweet nose of cherry fruit, red rose, blueberry and Indian spice. The wine has firm density and raw tannins followed by succulent fruit flavors.",Cantine Barbera 2006 Coda della Foce Red (Menfi)
"Sachia is a pure expression of the Perricone grape variety that shares some similarities to modern Cabernet or Syrah. This is a meaty, full-bodied red with lingering tones of black pepper, sage leaf, smoke and toasted nut lavished over a solid core of cherry fruit. The wine offers thick tannins and firm structure suitable for beef dishes.",Caruso & Minini 2006 Terre di Giumara Sachia Perricone (Sicilia)
"Vanilla and fresh lumber notes lead the way, but gardenia and stone fruits emerge in the mouth and lead to a long, creamy finish remniscent of a peach milkshake. A final kick of acidity keeps the whole thing balanced.",Yangarra Estate Vineyard 2007 Single Vineyard Viognier (McLaren Vale)
"Usually one of Yarra's top Pinots, the 2006 YS Reserve is a medium-bodied, rounded wine with extremely soft tannic structure. The aromas hint at brown sugar, coffee and cola, with flavors of roasted root vegetables and a touch of mushroom. Supple and silky on the finish. Drink now.",Yering Station 2006 Reserve Pinot Noir (Yarra Valley)
"An initial blast of butter and sweaty cheese settles with airing, but this amontillado remains aggressive and demanding up front. In the mouth, this is correct in feel and balance. Saline-rich flavors of walnut, peanut and mushroom finish steady.",Alvear NV Amontillado Carlos VII Pedro Ximénez (Montilla-Moriles)
"Soft, round and lengthy, there's a lot to admire and enjoy in this wine. Licorice, leather and undulating ripe blackberry and black cherry fruit combine on the palate. It's medium bodied, intense and complex, with dark chocolate accents on the finish.",Ampelos 2012 Gamma Syrah (Sta. Rita Hills)
"Aromas of sweet oak and maple announce that this Mencía received generous barrel treatment. Supple in feel, this tastes of oaky plum and raspberry along with a dash of salt. Jammy berry notes and a hint of Graham cracker rise up on the finish. Drink through 2019.",Avancia 2014 Mencía (Valdeorras)
"Crisp and robust in pine-forest aromas, ripe cranberry and savory black tea, this coastal wine is feral yet velvety in texture. Concentrated and full bodied, it has underbelly that's undeniably mineral.",Castello di Amorosa 2014 Terra de Promissio Pinot Noir (Sonoma Coast)
"Made in a full-bodied style with a density of firm tannins, this wine offers a mix of ripe black cherry and black licorice notes, the core succulent and strong.",Screen Door Cellars 2014 Pinot Noir (Russian River Valley)
"This savory Brunello has red berry, scorched soil and new leather aromas. It's full-bodied and finely tannic, offering black cherry, tobacco and clove flavors, while a licorice note marks the finish. Enjoy 2018–through 2023.",Seconda Stella a Destra 2012  Brunello di Montalcino
"From the warmest vintage on record, ripeness was never the issue here. It's balance and freshness that are the litmus test, and this passes with flying colors. Firm polished apple and pear fruit anchors the wine, with highlights of citrus skin. It's got all you could ask for in an all-purpose, solid and tasty young white wine.",Sokol Blosser 2015 Pinot Gris (Willamette Valley)
"This nonvintage blend is best identified by its edtion number—this latest being #20. It's a runaway success, cleverly incorporating up to eight different varieties. Mixing aromatic whites and fruit-powered grapes such as Chardonnay and Pinot Gris, it captures the best of both. Here the citrusy aromatics are principally from Muscat, while a touch of Sémillon adds a lick of lanolin to the tangy, juicy fruit.",Sokol Blosser NV Evolution Lucky No. 9 White (America)
"This is the best of the 2015 vineyard designates from Soléna. It's a pretty wine with bright raspberry fruit. There's a gentle touch of stem, which helps to frame it, and a dark vein of espresso and cacao running through the tannins.",Soléna 2015 Prince Hill Vineyard Pinot Noir (Dundee Hills)
"This wine is remarkably well made and memorable for its relatively large production scale, making it a great, accessible find. Integrated oak meets lifted acidity, the midpalate driven by floral and citrus highlights. The finish is light and refreshing.",Sonoma-Cutrer 2014 Chardonnay (Sonoma Coast)
"From a tiny coastal vineyard, this wine appears light-bodied and delicate at first, building its power slowly in the glass. Sous bois, earthy spice and savory tea give it an edginess unfettered by fruit, while a healthy tannic structure keeps it grounded.",Talisman 2013 Huckleberry's Vineyard Pinot Noir (Sonoma Coast)
"Complex aromatics link notes of pine needle, chocolate cherry bark and pepper. In the mouth it's smooth and supple, graceful and polished. It finishes slightly chalky and citrusy. Drink up by 2020.",The Four Graces 2014 Pinot Noir (Willamette Valley)
"Deep color, bold fruit aromas and substantial, spicy flavors lend significant power and concentration to this full-bodied wine. It's nearly dry, well structured and balanced, with appealing blackberry, nutmeg and cinnamon flavors.",Tinto Rey 2014 Super Tinto Red (Dunnigan Hills)
"Meaty and dense, this full-bodied red is expansive on the palate in well-defined layers of leather, blueberry and black pepper flavor.",Wellington 2012 Estate Vineyard Syrah (Sonoma Valley)
"Black plum and baked red cherry notes meet with concentrated purple flowers and exotic Middle Eastern spices on the nose of this bottling. The palate starts with sour cherry, then dives into richer kirsch, tobacco, leather and coffee flavors, finishing on a dry, sanguine note.",Wild Hogge 2012 Cabernet Sauvignon (Paso Robles)
"Very little Auxerrois is grown in Oregon, and the earliest plantings, the owners note, were here at Zenith. This could be mistaken for a Chardonnay, with ripe melon, peach and banana fruit matched to rounded out flavors of butter and caramel. It was barrel fermented and put through malolactic, much like a fine Chardonnay.",Zenith 2015 Auxerrois (Eola-Amity Hills)
"This wine is restrained on the nose and initially on the palate, showing a touch of reduction and tightly-held flavor. As it opens, it unleashes juicy dark cherry, berry and huckleberry notes, its core dense with tannin and oak.",Belden Barns 2014 Estate Pinot Noir (Sonoma Mountain)
"A block-designated, 100% whole cluster-fermented wine, this shows a slightly carbonic mouthfeel and vibrant acidity. The flavors lean toward wild strawberry, pomegranate and cranberry, with a depth of forest compost lurking underneath.",Belden Barns 2014 Serendipity Block Pinot Noir (Sonoma Mountain)
"The aromas in this bright, taut wine evoke new leather, game, underbrush and wild berry. On the palate, fine-grained tannins and vibrant acidity frame juicy Marasca cherry, clove and licorice flavors.",Bindella 2013  Vino Nobile di Montepulciano
"A steal for its price, this wine is refreshingly quaffable, with a sublimely textured palate of preserved lemon and nectarine. It's both lush and surprisingly complex.",Cannonball 2015 Sauvignon Blanc (Sonoma County)
"Jammy blackberry aromas come with strong notes of creosote and asphalt but not much nuance. A saturated beefy mouthfeel and dark toasty black-fruit flavors are intense, while this tastes of chocolate and dark spices on a deep, pounding finish. Drink through 2024.",Bosque De Matasnos 2012  Ribera del Duero
"Leather, underbrush, grilled herb and charred earth aromas take center stage, accented by a balsamic note. The structured, medium-bodied palate offers juicy black cherry, coffee, licorice and rosemary flavors, framed by firm, fine-grained tannins. Drink or hold a few more years.",Cantina del Giusto 2012 Baradiero  (Vino Nobile di Montepulciano)
"With an unusually high proportion (nearly 17%) of Petit Verdot in the blend, this is both darkly structured and dark in color. It is weight, intense youthful acidity and black-currant fruits. It's also rich, full of tannins and in need of several years. Drink from 2021.",Château du Retout 2014  Haut-Médoc
"Owned by the Borie family, one of the grand families of Bordeaux, the vineyard forms part of Château Fourcas-Borie. The wine, with its dark tannins and dense texture, is powerful and concentrated. Layers of tannins show most strongly at this young stage, while the ripe juicy fruit will develop well. It is going to be a fine wine. Drink from 2021.",Château Ducluzeau 2014  Listrac-Médoc
"From one of a group of chateaus owned by the Guyon family of Rolland de By, this is an intensely fruity wine. It has finely balanced tannins and acidity along with smoky flavors and layers of delicious black currant fruit. Drink from 2019.",Château La Clare 2014  Médoc
"With signs of its wood aging that are balanced with firm tannins and concentrated black fruits, this is a solid wine, packed with tannins. There is a touch of dark chocolate as well as the ripe fruit. It is a fine wine, ready to drink from 2020.",Château la Vieille Cure 2014  Fronsac
"With top consultant Stéphane Derenoncourt behind this one, the wine is fine and ripe with just the right balance between tannin and rich blackberry fruit. There is a juicy character that shines through the youthful structure. The wine will age well. Drink from 2019.",Château Lestruelle 2014  Médoc
"A superripe structured wine that has serious tannins and a smoky dark character. Right now, the tannins dominate the otherwise fruity wine, but with some time it will soften and balance out. Drink this powerful wine from 2024.",Château Monbousquet 2014  Saint-Émilion
"With low yields after a hail storm, the wine is concentrated and dense. It has a touch of wood aging as well as dark black fruits. The tannins are firm in a wine that will age well over the medium term. Drink from 2023.",Château Potensac 2014  Médoc
"Inspired by the two halves of the Douro (the other being Ribera del Duero in Spain), this Portuguese wine has minty, ripe, velvet textures, smooth and full-bodied. Very polished and classy, with soft acidity, tarry tannins, new wood and plum juice flavors.",Sogevinus 2006 D + D Red (Douro)
"Ripe and soft, with a texture that is well balanced, this wine has peach and apricot flavors marrying well with the layers of wood. There is a strong, fresh element to give the wine a final lift.",Roger Lassarat 2008 Clos de France  (Pouilly-Fuissé)
"This intense Bordeaux blend of Cabernet Sauvignon, Merlot and Cabernet Franc from northeast Italy offers impressive density and complexity with pure aromas of blackberry, spice, leather and tobacco. It's a rich, elegant wine that can be paired with game dishes.",Russiz Superiore 2005 Rosso Riserva degli Orzoni Red (Collio)
"This young, vigorous Cabernet is full of ripe, upfront fruity flavors, yet it's dry and complex, and is grounded by a pleasing tug of herbaceousness. Most notable is the rich blackberry, raspberry and currant fruit, and the way the sweet, smoky oak complements it. Drink now for freshness.",Bell 2006 Cabernet Sauvignon (Napa Valley)
"A smooth operator with sweet aromas of cotton candy, caramel and baked black plum. The palate is exceedingly flush yet refined, while the meaty flavor profile entails roasted berry fruit and herbs. Finishes with sweet, easy notes of caramel and toast. Drink now through 2013.",Bodega Chacra 2009 Cincuenta y Cinco Pinot Noir (Río Negro Valley)
"A great swathe of rich, well–defined fruit and a complex texture of pear and apple skins along with the freshest grapefruit and citrus character. This is an intense wine, the fruit fully in focus.",Bret Brothers 2008 Domaine la Soufrandière Climat les Quarts  (Saint-Véran)
"Clean, cedary and dynamic, with fine black-fruit aromas on the nose. The palate has a full, layered texture that impresses, while the flavors of black cherry, blackberry and boysenberry carry toasty, dark, chocolaty accents. Savory and warm on the finish, with lots of power. A blend of 75% Malbec with 20% Tempranillo and 5% Syrah.",Ca' de Calle 2008 Reserva Red (Mendoza)
"This is a fantastic Sauvignon Blanc that invites glass after glass. On the one side you have the vibrant fragrances of this aromatic variety, and on the other, you have the wine's delicious creamy texture. It's gorgeous on all levels and would pair with seafood risotto con cream di scampi (shrimp cream sauce).",Cantina Terlano 2008 Quarz Sauvignon (Alto Adige)
"Initially soft, this wine then reveals a firmer structure, and a salty and mineral texture. There is an element of toastiness, rounding out the crisp apple and citrus fruit flavors. A cool, elegant wine.",Chanson Père et Fils 2007 Les Caradeux Premier Cru  (Pernand-Vergelesses)
"A wine that is broad, feeling full-bodied, with weight, pear and quince fruit flavors. The wine is attractively plump, toast and acidity adding richness. It opens slowly to give a rich aftertaste.",Collovray et Terrier 2007 Domaine des Deux Roches Rives de Longsault  (Saint-Véran)
"A good contrast between weighty, rich fruit and a steely structure. White fruits and acidity offer freshness, while the more austere edge gives the wine a serious, solid character. For aging.",Domaine Michel Bouzereau 2008 Le Limosin  (Meursault)
"So dry, so clean, so acidic and minerally, just a great version of a Loire-style Sauvignon Blanc. With little or no oak, it shows brilliant lemongrass, peach, vanilla and spice flavors. A wine that cleans and stimulates the palate, and a welcome addition to the top tier.",Girard 2009 Sauvignon Blanc (Napa Valley)
"Ripe red raspberry fruit fills the nose; this seems more fruit forward than most other Klipsun designates. The tannins have been wrangled into submission, giving the wine good balance immediately, while preserving the acidity and tannic depth to age well. The blend is 57% Cabernet Sauvignon and 43% Merlot—a classic, un-fussy, straight-ahead Red Mountain style.",Mark Ryan 2007 Water Witch Klipsun Vineyard Red Wine Red (Red Mountain)
"This is a rich, plump young Pinot Noir. It's medium-bodied and velvety, with plum, black cherry, bacon and Indian spice flavors, and with a lovely coat of sweet, smoky sandalwood. The tannin-acid balance suggests 5–7 years in the cellar, although it's fine now with a decant.",Bernardus 2008 Ingrid's Vineyard Pinot Noir (Carmel Valley)
"Full in the mouth, round and rich, the wine is finely structured, fresh and ripe at the same time. Delicious.",Daniel Barraud 2008 Alliance  (Pouilly-Fuissé)
"Tight on the nose, with dense aromas of black fruit, leather, dried cheese and earth. It's also fairly smoky and lively, with textured tannins, a generous mouthfeel and complex flavors of berry, pepper and spice. A lively, forward style made from Tempranillo, Graciano, Garnacha and Mazuelo.",Dinastía Vivanco 2007 Colección Vivanco 4 Varietales  (Rioja)
"A structured wine, the weight and severe mineral character showing through richness. White peaches balance the acidity and a smoky layer from wood. It is drinkable now, but really worth aging a year.",Domaine des Comtes Lafon 2008 Mâcon Milly-Lamartine Clos du Four  (Mâcon-Villages)
"Perhaps the last Washington wine of the vintage to be released, this is beginning to enter mid-life. For those who want a hint of how well Washington reds can age, this is a perfect introduction. Drinking beautifully at the moment, though definitely ageworthy still, it shows a soft mix of medium-ripe red fruits, chocolate, herb, earth and barrel. The finish is like soft leather, with a final impression of milk chocolate. Very seductive.",Gordon Brothers 2004 Tradition Red (Columbia Valley (WA))
"Crafted by Mark McNeilly (Mark Ryan winery), this pure Syrah was cellared in about one third new oak. Tasted shortly after its release, it still showed a bit of a liquorous new oak scent, but without turning up the heat in the finish. The fruit is young and bright, a mix of raspberry, cassis and red licorice.",Grand Rêve 2007 Collaboration Series III Ciel du Cheval Vineyard Red Wine Syrah (Red Mountain)
"A rounded wine, with a counterpoint of apple skin texture, the fruit flavors offering acidity as well as green plums. The texture is plush, velvet, delicious.",Louis Latour 2008 Charmes Premier Cru  (Meursault)
"Big and broad with fruit that is full and ripe, packed with golden apple flavors. It has great texture and sweetness, with a well-judged touch of vanilla from the wood.",Louis Latour 2008 Goutte d'Or Premier Cru  (Meursault)
"This rich wine features ripe, jammy red-plum and cherry fruits. It is dense, with its tannins and a touch of pepper coming from the high alcohol. The wine is a blend from five parcels. Ripe and with a juicy aftertaste, it will be best from 2018.",Domaine Bertrand 2015 Vuril  (Brouilly)
"Strong wood aromas show in the toasty edge of this spicy wine. Ripe yellow fruits are full in the mouth, with a crisp, bright aftertaste to give a final lift.",Domaine Carrette 2016  Mâcon-Milly Lamartine
The red wine from this vineyard (which also produces a white) is firm with layers of toast from wood aging as well as the potential for ripe red fruits. It is going to need some time to lose that spicy flavor that currently dominates the wine. Give it until 2021.,Domaine Jessiaume 2015 Les Gravières Premier Cru  (Santenay)
"This aromatic wine is delicious Pinot Noir. With fine ripe red fruits that are shot through with tannins for aging and crisp acidity for refreshing drinking, this is a rich wine that should be drunk now.",Domaine Michel Goubard 2015 Mont-Avril  (Côte Chalonnaise)
"This rounded wine is soft and ripe. Along with its smooth, warm texture it offers generous pear and melon flavors. Acidity adds an attractive final crispness. Drink now.",Domaine Pascal et Mireille Renaud 2015  Saint-Véran
"Upfront jalapeño, white pepper and freshly sliced bell pepper aromas lead the nose of this wine. It's soft in texture and an intriguing example of the variety.",Drink Washington State 2014 Enjoy Walla Walla Carmenère (Walla Walla Valley (WA))
"This Chardonnay's lees, custard, pear and spice aromas are somewhat inharmonious. It's elegant on the palate, however, showing graceful apple flavors.",Drink Washington State 2014 Welcome to Columbia Valley Chardonnay (Columbia Valley (WA))
"This blend of 65% Cabernet Sauvignon, 15% Cabernet Franc, 15% Merlot and 5% Petit Verdot boasts bright raspberry and cherry aromas, with green wood, baking spice and whiffs of game. The palate delivers concentrated fruit and medicinal flavors that carry through the finish.",Drink Washington State 2015 Escape to Walla Walla Red (Walla Walla Valley (WA))
"Pure and fruity, this medium-bodied wine is supersmooth in texture, quietly flavorful and well balanced. The light acidity and mild tannins are well integrated and support delicious black-cherry and blueberry flavors perfectly.",Fetzer 2015 Eagle Peak Merlot (California)
"Char, firepit, barrel spice and herb aromas lead to elegantly styled cranberry flavors in this wine. The tannins lend a light structure.",Finn Hill 2013 L'abime Corfu Crossing Vineyard Syrah (Columbia Valley (WA))
"This wine's tightly wound woodspice, black cherry, cocoa, caramel and herb aromas are followed by tart, plentiful dark fruit flavors. It needs some time for its chewy, lightly dry tannins to settle, but plenty of good things are going on. Give it some time in the cellar or a long decant.",Finn Hill 2013 Le Beau Hedges Estate Vineyard Cabernet Sauvignon (Red Mountain)
"Dried herb, purple flower, vanilla, baking spice, black licorice and barrel spice aromas lead to ripe dark fruit flavors in this wine. Generous barrel accents run throughout while tannins bring a touch of dryness.",Finn Hill 2013 Merveille Stillwater Creek Vineyard Merlot (Columbia Valley (WA))
"A deep color, oaky aromas and ripe dark-fruit flavors give a sense of richness and breadth to this full-bodied wine. It's dry and smooth on the palate, with a warm spicy finish.",Francis Ford Coppola 2015 Votre Santé Cuvée de Patron Pinot Noir (Anderson Valley)
"This smooth and creamy wine is spicy with wood aging and rich with yellow fruits. It presents a generous character, rounded and open. The wine is ready to drink.",Georges Duboeuf 2015 Clos Reyssie  (Pouilly-Fuissé)
"This mango-flavored wine is ripe, generous and fruity. Its richness and spice are right up front. It is a gorgeous wine, smooth, creamy and ready to drink.",Georges Duboeuf 2015 Domaine du Bois Rosier  (Pouilly-Fuissé)
"Made predominantly from Pinot Noir, this is an easygoing, approachable sparkling wine, offering dry creamy layers of green apple, pear and strawberry. It also has a rich inviting mousse embedded with vanilla and marzipan.",Gloria Ferrer NV Sonoma Brut Sparkling (Sonoma County)
"Fresh lime and lemongrass juxtapose earthier notes of pollen and bees wax in this zingy, light-footed Grüner Veltliner. It's a straightforward yet revitalizing sip to enjoy now through 2019.",Inspire Moore 2016 Rhythm Grüner Veltliner (Finger Lakes)
"The wine is ripe and warm with generous red-berry fruits and touches of spice. The wine is rounded, full of fruitiness with a layer of tannins that is nicely judged to give support and breadth to the fruit. Drink from 2019.",Jean-Luc and Paul Aegerter 2015 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits)
"This wine is structured and firm, its red fruits waiting behind the wood and tannin complexity. It shows plenty of potential through its good acidity and cherry fruitiness. Drink from late 2018.",L. Tramier & Fils 2016 Collection  (Morgon)
"Blue flower, crushed mint, dark spice and new leather aromas take center stage in this wine, along with a whiff of hazelnut. The palate doesn't quite live up to the nose, offering dried black cherry, licorice and powdered sage notes and bracing tannins.",La Spinona 2012 Bricco Faset Riserva  (Barbaresco)
"Touches of wood, not new, give this wine spice and roundness. It is an attractive, citrus-flavored wine, with yellow fruits coming from behind as the wine opens up. Drink now.",Louis Latour 2015  Marsannay
Whiffs of sea breeze and oyster shells waft throughout this brisk unoaked Chardonnay. Crisp apple and lemon flavors are delicate in concentration but pristine and refreshing. Drink now through 2019.,Macari 2015 Estate Bottled Chardonnay (North Fork of Long Island)
"Yeasty aromas of sourdough bread blend with notes of white fruits, clover and flowers. An easygoing palate is short on tension. White-fruit flavors exhibit a hint of green, while pear and green melon notes are present on the finish.",Mas Pere NV Selecció Brut Sparkling (Cava)
"Heady floral perfume, tropical fruit and delicate red berry notes burst from the glass. Dry in style, it's a light-footed sip with bracing grapefruit acidity and a concentrated, primary palate. Enjoy soon to maximize all its youthful exuberance.",McGregor 2016 Dry Riesling (Finger Lakes)
"This wine is lovely in aromatics of honeysuckle, as dense compact layers of ripe apricot highlight a full-bodied profile of concentrated flavor.",McKahn 2016 Viognier (Russian River Valley)
"This smooth wine has a rounded, soft texture, but acidity and a citrus edge creep into the peach and pineapple fruits. Drink now.",Meurgey-Croses 2015 Vieilles Vignes  (Pouilly-Fuissé)
"This wine shows cocoa, vanilla and barrel spice aromas on the nose. The medium-weight palate shows decent fruit tones however is overshadowed by heavy-handed oak.",Milbrandt 2014 The Estates Malbec (Wahluke Slope)
"In this 100% varietal wine, tire rubber, spice box and flower aromas are followed by seamless dark fruit flavors backed by firm but well integrated tannins. It shows a pleasant balance that sustains through the finish.",:Nota Bene 2013 Ciel du Cheval Vineyard Merlot (Red Mountain)
"Subtle pear, orange rind and peach aromas lead this Riesling, along with a floral top note. It drinks off dry, with stone fruit and ale flavors that need more time in bottle to settle. It comes up a bit short on the finish.",Pacific Rim 2016 Wallula Vineyard Riesling (Horse Heaven Hills)
"This ripe wine is already delicious with its full, bold fruits and peach and mango flavors. It's full of rich fruits and touched lightly by spice. Drink this generous wine from 2018.",Rijckaert 2015  Saint-Véran
"Extremely light and delicate aromas of lemon, Gala apple and pear flesh show on the cleanly delivered nose of this bottling by Steve Dooley. There is also a lot of restraint on the palate, perhaps even a tad too much, with fluttering hints of chalk, sour limes and riper pear. The texture is compelling.",Stephen Ross 2015 Bien Nacido Vineyard Chardonnay (Santa Maria Valley)
"Aromas of orange blossom, clover and honey are true to sun-dried Moscatel grapes. This feels thick and chunky on the palate, but also a bit soft and flat. Flavors of honey and brown sugar are creamy, with modest acidic cut. A slightly cloying finish continues that theme.",Telmo Rodríguez 2012 MR Mountain Wine Moscatel (Málaga)
"Made from organic grapes, this bright red opens with violet, red-skinned berry and white pepper scents. The juicy palate doles out ripe raspberry, red cherry and star anise notes, with fresh acidity and velvety tannins. Enjoy through 2020.",Vite Colte 2016 Rossofuoco  (Barbera d'Asti)
"This Cabernet Sauvignon's char, vanilla, caramel, toast, herb and dark fruit scents are followed by equal parts fruit and barrel flavors. It delivers enjoyment notwithstanding the heavy oak influence, which may yet integrate in the bottle.",Woodward Canyon 2013 Estate Cabernet Sauvignon (Walla Walla Valley (WA))
"This wine's aromas bring cherry and chocolate to mind. The palate provides pleasing fruit and barrel notes, but the two seem disconnected.",Woodward Canyon 2014 Merlot (Columbia Valley (WA))
"This wine's aromas suggest woodspice, herb, parsley, cherry and smoke. Its cherry and coffee flavors are light in style and cut short on the finish.",Januik 2014 Weinbau Vineyard Cabernet Sauvignon (Wahluke Slope)
"A light color and classic aromas of white flowers, citrus blossom and wet stones open this dry Moscatel from Málaga. A lean, crisp palate with lime-like acidity deals flavors of lime, lychee and white pineapple. A low-volume but racy finish is fresh and tangy.",Jorge Ordóñez & Co. 2016 Botani Old Vines Moscatel
"Light cherry, turned earth, rust and potpourri aromas show on the nose of this single-vineyard bottling, which is exploring the lower end of the alcohol scale. The sip is very light and pleasant although a bit simple, with light cherry juice and tangy red plum most prominent.",Kitá 2014 Hilliard Bruce Vineyard Pinot Noir (Sta. Rita Hills)
"Very dark in color, this robust wine has enticing wood smoke and oak aromas, rich but dry fruit flavors like blackberry and blueberry, an abundance of muscular tannins in the firm texture and full but not overpowering body. It's very tight to drink now, so best consume it after 2022.",Le Casque 2014 Petite Sirah (Sierra Foothills)
"Smooth, floral berry aromas are easy to like. This crianza feels whole and plump. Lightly herbal tomato flavors blend with richer plum and berry notes in front of a balanced, mostly ripe finish.",Luis Cañas 2014 Crianza  (Rioja)
"This 100% varietal wine shows raspberry jam, fruit leather and plum aromas that are bright on the nose. The palate packs tart fruit flavors supported by plump, ripe tannins. It's not your typical Cabernet but still provides appeal, though the alcohol dominates at times.",Maryhill 2014 Alder Ridge Vineyard Cabernet Sauvignon (Horse Heaven Hills)
"This wine's prune, menthol, tobacco and grilled herb aromas carry over to its bracing palate, along with dried black cherry and licorice hints. Assertive, tight-knit tannins grip the finish. Drink after 2020.",Adriano Marco & Vittorio 2012 Basarin Riserva  (Barbaresco)
"Browned butter, toasted almonds, sea salt and peach blossoms converge for a compelling nose on this twist-top appellation blend. It's a full Chardonnay on the sip, with Meyer lemon peel, Gala apple and savory sea salt, all cut by a racy line of acidity.",Bernardus 2015 Chardonnay (Monterey County)
"Elderberry, white pepper, leather, asphalt and black olive show on the nose of this blend of all five Bordeaux varieties done in the region's savory style. The flavors are mellow overall, with wildfire smoke and a bit of herbaceousness decorating the elderberry and graphite core.",Black Ridge 2012 San Andreas Red (Santa Cruz Mountains)
"This wine's chopped herb, dark culinary spice, eucalyptus and oak aromas unfold in the glass. The firm palate offers raw cherry, ground clove, star anise and tobacco set against close-grained tannins that grip the finish.",Cantina del Pino 2013 Gallina  (Barbaresco)
"The small Beaujolais cru of Chénas is next door to Moulin à Vent. As this wine shows, it has the same firm structure and ripe fruit. The wine from the cru's chateau is dense, smoky and has plenty of firm tannins. It is a wine to age, so drink from 2019.",Château de Chénas 2015  Chénas
"This is a generous wine, finely balanced and with great fruit. It has a touch of spice to balance the lively acidity and green crisp fruits. A waft of Mediterranean herbs passes over this ripe, generous wine. Drink from late 2017.",Château d'Ollières 2016 Prestige White (Coteaux Varois en Provence)
"It's great to find both lots of fruit and good structure in a Zin, especially at such a reasonable price. Spicy aromas like vanilla and nutmeg precede vivid and ripe fruit flavors and more of those oaky spices on the palate where firm tannins and a bite of acidity give a mouthwatering balance.",Cline 2015 Ancient Vines Zinfandel (Contra Costa County)
"This wine's underbrush, truffle, leather and herb aromas unfold in the glass. The firmly structured palate offers dried black cherry, licorice, espresso, oak-driven spice and toast flavors framed by close-grained tannins. Roasted coffee bean and powdered sage notes mark the finish.",Dante Rivetti 2014 Bric' Micca  (Barbaresco)
"This wine is tight and closed up. It does suggest plenty of fruit weight, hinting at toast and apple flavors that will come through over the next several years to give a rich wine. Drink from 2022.",Domaine Faiveley 2015 Charmes Premier Cru  (Meursault)
"The wood-aging flavors show strongly in this ripe wine, balancing with the apple acidity and the touches of green-plum fruits. A streak of minerality adds to the complexity of this delicious wine. Drink from 2018.",Domaine Jessiaume 2015 Les Ecussaux Premier Cru  (Auxey-Duresses)
