Name,Price,Mileage,Doors,Horsepower,Seats,Year,Cabriolet,Black,ImageId
VOLVO V50 2.4I Momentum,18800,74500,5,170,5,2005,False,False,5253f883-9364-4708-80fd-2120e6c4ed72
FORD Fusion 1.6 16V Trend,5900,74000,5,101,5,2003,False,False,4fec599b-15ee-4ac1-b664-4f06ef13d733
TOYOTA iQ 1.0,11900,14000,3,68,4,2009,False,False,df8cdd7c-3436-4e5b-8471-b4d065d705d4
FORD MONDEO Kombi 2.0i 16V Ambiente,9900,119500,5,145,5,2006,False,False,05784d79-3241-487e-8da4-447e0e5a6e36
FORD KA 1.3,500,105000,3,60,4,1998,False,True,6c1a7612-afc2-4c33-8c12-ed26e5a58d8f
MERCEDES-BENZ E 430 Avantgarde,34500,990,4,279,5,2002,False,False,4ae45736-9ce4-4849-b3c3-6dc08bf24bac
DAIHATSU Move 850,3800,110000,5,43,4,1999,False,False,aaae5e2e-dc2c-4879-a8e3-fedc18b753ff
MASERATI Quattroporte 4.7 S,74900,49900,4,431,5,2009,False,False,43678593-e951-4276-80d1-b4e2a346a461
OPEL Zafira 1.9 CDTI Sport A,24300,68300,5,150,7,2005,False,True,0cc88225-89fc-41b1-abbd-3f3e88603f13
VW Passat 2.3 V5 Comfort,7500,116000,4,170,5,2001,False,False,6bb2580e-ea0a-4695-81ea-4e10314cd4ca
BMW 530i,55000,6500,4,231,5,2005,False,True,79e2450b-a199-44d1-8207-f55d8390f5b4
BMW 520i Touring,8000,147000,5,170,5,2003,False,True,fc93fe6a-bf6f-4a71-9a45-f4524f5a74f8
SUBARU Impreza 2.0,8700,135600,5,125,5,2001,False,True,75468c12-fe8e-4d72-aef5-d1b4975a9dcd
LAMBORGHINI Murci+®lago 6.2 Coup+®,198500,5800,2,580,2,2004,False,False,f0e1fe42-e908-462e-8867-b4ac3bcf9083
LAMBORGHINI Murci+®lago LP640-4 Cp+®,385000,200,2,641,2,2007,False,True,b76cfea6-d196-48c4-8a1c-7ebb9f96f06c
SEAT Toledo 2.0 FSI Stylance,13900,77000,5,150,5,2005,False,False,6bfbbde8-16cf-4e23-9593-f1750589be6f
CHEVROLET Corvette 5.7 LS1 Conv. A,34999,82500,2,344,2,1998,True,False,ac86eea2-7e78-4d25-b3e4-73baf032b160
CITROEN C3 Picasso 1.6 HDi Chic,23990,13000,5,110,5,2010,False,False,010bd9e2-2d4d-45b5-bb8d-829177adfdd5
MERCEDES-BENZ CLK 270 CDI El+®gance,17500,158000,2,170,4,2003,False,False,9afd7bda-026a-435f-bf30-1fe1945982c7
MERCEDES-BENZ C 240 El+®gance,10800,138000,4,170,5,2001,False,False,c24610a7-b235-4516-83a1-6fa287851632
MAZDA 2 1.3i 16V Exclusive,14500,13310,5,86,5,2010,False,False,eb7b4d88-084e-4814-8724-7aca4d233b08
SKODA Octavia 1.8 T Laurin&Kl.,5900,133000,5,150,5,2000,False,False,e3bed5ce-70b5-4b14-aed7-b95a7308f513
VOLVO V50 2.0D Momentum,26570,39000,5,136,5,2011,False,False,5f648608-fff7-4215-a84b-68d397517517
FIAT Panda 1.2 Dynamic,11900,15000,5,60,4,2009,False,True,1cdbc049-1a7a-48b5-a3f7-0a69deac274f
CITROEN C5 2.0 HPi Exclusive,7900,113900,5,140,5,2001,False,False,d1143aaa-d654-4323-b27d-a39644b7f4cd
LAMBORGHINI Gallardo 5.0 V10 Coup+®,168500,4900,2,500,2,2005,False,False,4f971990-9b3c-43fa-8e9d-449df9cbd504
LAMBORGHINI Gallardo 5.0 V10 Spyder,164500,23900,2,520,2,2006,True,True,e164338f-b600-4638-a787-ad01465f230c
VOLVO V40 2.0 T,7600,119000,5,160,5,2000,False,False,89788a7d-0dae-4396-8d91-73850400b01d
MERCEDES-BENZ E 320 El+®gance,22900,64900,4,224,5,2004,False,False,78e5716d-3bde-4eee-9e24-c04e74ef825b
VOLVO V50 T5 AWD Kinetic,21000,111800,5,220,5,2007,False,False,772187de-2f7d-4fd0-8501-a9e37d53a6ef
FERRARI F430 ,135000,13500,2,486,2,2005,False,False,a56ff1c5-5645-406a-b09a-5ce84e2c682f
RENAULT M+ëGANE Grandtour 2.0 16V Dynamique CVT,19990,48000,5,140,5,2010,False,False,7406d442-19bf-47ec-b2af-1cf4a8803459
BENTLEY Arnage Green Label,74800,34900,4,354,4,2000,False,False,734e8214-fd83-429c-a782-7f9dcb7abf0f
OPEL Corsa 1.4 16V Swing,2800,116500,5,90,5,1996,False,False,b24c960a-12bf-420a-9a79-0ed1ce5a2fb5
ALFA ROMEO 156 SW 2.4 JTD,6500,141050,5,140,5,2001,False,True,54d8280c-504b-4421-a079-5adc07963ec3
DODGE Durango 5.9 V8 MAGNUM,13999,155000,5,250,7,1999,False,True,d3705a8f-08ae-4310-8801-9c5bff3511ec
CITROEN C4 1.4i 16V Essentiel (X),12500,39000,5,88,5,2009,False,False,7a51593c-bdf1-4f64-aa1d-3b8c68b05521
BMW M5,24800,54600,4,400,5,1999,False,False,ea953215-ee2f-4cd2-9824-b6b26eca8c1e
FERRARI F355 GTS,79900,30500,2,380,2,1995,True,False,84594c79-d302-4be6-a61b-7dcef02e1c22
MITSUBISHI Lancer 2.0 Ralliart S,36200,6000,4,241,5,2012,False,True,6ad75193-5e95-482a-85e6-0575345267f3
SEAT Leon 2.0 TDI FR,16900,76000,5,170,5,2008,False,False,ae6da2e7-28d5-45ee-9895-cb1e127de68f
RENAULT Avantime 3.0 V6 Dynamique,32500,48000,3,207,5,2003,False,False,a285c401-aed5-498c-9320-0e286961f997
MERCEDES-BENZ E 240 Avantgarde,23800,106000,4,177,5,2003,False,False,7148079d-56ad-48e2-886f-8d3dc2fb699e
VOLVO V70 2.4 Bi-Fuel Kinetic,10400,124075,5,140,5,2006,False,False,4fae04da-9536-4efd-9cc3-28eed6fdf2dc
NISSAN Patrol 3.0Di XE+ Wg,48600,6000,5,160,7,2013,False,True,f066c347-a697-488d-8adb-530a1d0cc7aa
SSANG YONG Actyon 200 Xdi 4WD Comf.,24800,3900,5,141,5,2009,False,True,912d169d-ae0c-4bb6-9ce6-7a5f014618f1
SUBARU Forester 2.0XT,14900,70777,5,177,5,2003,False,False,f2f9149b-386a-40c9-91e4-8848ef2e3d01
MERCEDES-BENZ SLK 200 Kompressor,30800,27000,2,163,2,2008,True,True,caaf3341-7c56-43e7-b222-30597dad3954
KIA Sorento 2.5 CRDI Style,39500,100,5,170,5,2012,False,True,49f6d9ba-9d63-49db-9bc3-d89daa6927ea
JEEP Wrangler 2.8 CRD Rubicon,49800,6800,3,177,4,2012,False,False,b1204af4-3001-486d-b782-ef5de511de1d
NISSAN Micra C+C 1.4 Active Lux.,9500,71500,2,88,4,2006,True,False,47e3b503-c675-4a67-bd0d-041d8e2c1aa1
BMW X5 3.0i,24900,66000,5,231,5,2003,False,False,8feb91b8-b85a-44dc-982b-4173d3d89dc0
OPEL Astra 2.2i 16V Edition,7280,76500,2,147,5,2001,False,False,84d14666-79f4-4e27-92c7-475eb21da4a3
FORD Focus CC 2.0i Titanium,21900,14000,2,145,4,2009,True,False,cd79441a-fc8d-4179-8835-5910152e6447
FORD Mondeo 2.5i V6 Trend,8700,126300,5,170,5,2002,False,False,e4221422-70a1-4cca-bcb7-ba079ca8ac75
CITROEN C4 1.4i  ESSENTIEL,15800,38900,5,88,5,2009,False,False,c4d7bc85-a23a-4af5-91f5-2db3cb22f1a0
VOLVO S40 1.8,3990,154500,4,116,5,1997,False,False,b8577909-7c81-4b51-8ca9-db1def60d146
TOYOTA iQ2 1.0,13900,53200,3,68,4,2010,False,True,f32c8ce8-be03-463f-8c18-bddfa4f33d3d
ASTON MARTIN DB9,159000,14500,2,457,4,2008,False,False,acb9f466-aaf3-4eed-99c0-fea52c9834c5
HONDA Insight 1.3i Hybrid Eleg.,22670,9000,5,88,5,2011,False,False,91469d41-d0ba-4f8f-9256-a9d01773c822
NISSAN Cube 1.6,17900,18000,5,110,5,2010,False,True,f8250a0c-ac46-4f45-92df-41a975a30b2b
RENAULT Laguna 3.0 V6 Expression,9800,80640,5,208,5,2002,False,False,a3a6087b-1fad-4536-9c99-4f197ade718b
JAGUAR XK8 Convertible,36800,77000,2,284,4,2002,True,False,72967185-d5e1-4a14-9f06-397eae85457b
OPEL Zafira 1.8i 16V Comfort,5900,163000,5,116,7,1999,False,False,4bc41ef0-3258-4919-a30e-94d1dee75738
PEUGEOT 407 SW 3.0 SV Executive,22900,41000,5,211,5,2005,False,False,da0eb687-9930-45c9-9f1a-247ee150c050
AUDI A5 Coup+® 3.2 FSI,42800,17000,2,265,4,2008,False,False,696b6d9b-80de-45bd-83a7-573a8ded603a
RENAULT M+®gane 1.6 16V Expression,19500,200,5,110,5,2013,False,False,3eb94a87-6865-4586-b263-8025bbc21536
TOYOTA Starlet 1.3 Crystal,4800,210420,5,75,5,1997,False,False,a58e7582-93a8-4436-b6f7-e420d0dd31e4
RENAULT Sc+®nic 1.4 16V T Dynam.,20000,6500,5,131,5,2010,False,False,a0844335-d2d1-4b49-8e22-394ec1bb6e55
BMW 330xi,9500,117000,4,231,5,2001,False,False,2795de13-9e26-4491-91c1-9af7adb590eb
TOYOTA iQ2 1.0,19500,2000,3,68,4,2010,False,False,1f2d8ec1-4e4a-4ca5-8a01-b098cdff2bfc
HONDA S2000,29900,49000,2,240,2,2003,True,False,29e37249-e8e5-48da-b286-18bbd21ed5d8
FORD KA 1.3 Ambiente,4500,90000,3,60,4,2000,False,False,8e1296f7-39da-459e-b514-2716ea8d4988
FIAT Coup+® 2.0 20V Turbo Plus,15700,60000,2,220,4,2001,False,False,0bf7b2fd-4909-4f43-98eb-9772807820a5
SUZUKI Splash 1.2i 16V GL,14900,12000,5,86,5,2010,False,False,50327917-a890-4901-9133-a8e3087c2a37
AUDI A6 allroad 2.7 T. quattro,12300,99400,5,250,5,2003,False,True,f0761885-45df-4d3b-b246-11d4b96faf22
BMW 330i,21800,50000,4,258,5,2005,False,False,027a6e5b-d734-4206-af83-a1ef2b40dce5
AUDI A6 Avant 2.0 TDI,16900,108000,5,140,5,2006,False,False,e14483f0-e1b3-4f35-8d49-82e16b8dabb7
MERCEDES-BENZ E 240 Avantgarde,6990,203000,5,170,5,1997,False,False,fca738c5-f07c-4d83-81c5-b7e98a7c2bba
OPEL Antara 3.2 V6 Cosmo 4WD,32700,20000,5,224,5,2010,False,False,304b4161-58bc-4b53-afb0-90cbf70f32e6
BMW M5,62900,51000,4,503,5,2006,False,False,8e5fbba8-12a1-400f-8727-9bc0b3b04e9b
VOLVO V50 T5 AWD Momentum,22800,46000,5,220,5,2005,False,False,26fea7df-c8d1-42a5-adcf-fc47dcea95a6
BMW 320d Touring,16900,134000,5,163,5,2006,False,True,fee04dd2-5761-410c-ba18-9dd09a91ff62
VOLVO XC60 Kombi 2.4 D5 Momentum AWD,59850,0,5,205,5,2012,False,True,ab525f61-ef23-450f-8c6a-5b8a4b8e8491
CITROEN DS3 1.6 THP Sport Chic 150 PS,24900,2200,3,156,5,2011,False,False,c59b7edc-86ff-4884-b7b6-d1c2beaa3a87
BMW X5 4.4i,26800,79900,5,286,5,2001,False,False,5e24efc1-4020-4ae2-8b8c-96636ba1fd46
FERRARI F355 Berlinetta,64800,41300,2,380,2,1998,False,False,895e4a5d-d269-4e8a-9070-21c387c06762
VW Fox 1.2,6990,140000,3,55,5,2005,False,False,6ef08d7f-3b0d-4adf-ac86-05326e607a12
NISSAN Tiida 1.6 acenta,12900,45000,5,110,5,2009,False,False,e75d314c-7c32-4c96-927e-6af2687df713
SEAT Ibiza 1.4 TSI FR,16350,88000,5,150,5,2010,False,False,74aa1f0c-974b-43f1-9aff-bddfd6e4ff8d
PORSCHE Cayenne Turbo,84800,16500,5,500,5,2008,False,True,abe162af-a160-42e4-8089-b2ff30d2e656
FERRARI F430 Scuderia,159800,19999,2,506,2,2008,False,False,c132dbc6-61ac-42e3-983d-19bd413109de
FERRARI 612,94800,42200,2,540,4,2004,False,False,4d81dbdd-26e3-43a9-99fd-0a6b79c0988c
PEUGEOT 307 2.0 16V Black&Silver,7600,90507,5,136,5,2005,False,False,8de009c8-f498-46da-be6b-d9b62c325f8d
BMW M6,88500,39000,2,507,4,2008,False,True,da7c0501-d60c-450d-8b58-926cd1ea213f
MINI Mini Cooper S,9800,126500,3,163,4,2003,False,False,eb2514f7-45a6-4c9d-860f-9c09f169f485
FERRARI 456M GT,69800,36000,2,442,4,2000,False,False,15cabcb8-77aa-484e-8bfe-8b53fd87cebc
PORSCHE 911 Turbo,59000,85000,2,420,4,2000,False,False,e76bfa56-44a6-418f-87c4-6ea117a907d5
PEUGEOT 407 2.2 ST Executive,9500,116800,4,158,5,2006,False,True,ce40f80b-a358-4b9b-bc20-a8caaf3e57d2
TOYOTA Auris 1.6 Linea Luna,15900,51200,5,124,5,2008,False,False,270f9ccd-12e6-467b-a103-64631a26c19f
RENAULT Laguna 1.9dCi Authentique,4300,165120,5,120,5,2004,False,False,b90578c6-addb-4e5a-93c7-6ff6165e08e2
OPEL Meriva 1.6i 16V Turbo OPC,14900,32000,5,180,5,2008,False,True,9ed8a5f7-30dc-4562-83c4-ec327eeef7ba
FORD Focus 1.8i FFuel Carving,17990,90000,5,125,5,2008,False,False,9fbf85ab-98a5-48b4-8e4f-b1f11c899c37
AUDI A4 Cabriolet 1.8 T,17990,77500,2,163,4,2004,True,False,fe7a3e1c-a958-41ae-8765-9ac55c8be0e4
VOLVO V50 1.8 Break Momentum,20800,42000,5,125,5,2006,False,False,5dbe5149-0b8b-4ebc-ac79-e497aaa8b0ce
TOYOTA Auris 1.8 Linea Luna,18750,20500,5,147,5,2009,False,True,b2edf9c9-7339-46a8-8daf-db76395a7f52
VW GOLF VI 1.6 TDI CR BlueMT Team,24900,30000,5,105,5,2010,False,False,72aff5e5-2b41-4117-95c7-a644f38ee7c0
SUBARU Legacy 2.5 Limited,10800,80800,5,156,5,1999,False,False,4ec0ec02-d652-42cf-bbc3-8b956ccb49c8
FORD Focus 1.8i 16V Trend,5990,106000,5,115,5,2000,False,False,da6d3787-923c-4ba9-bed2-4ac622977f19
NISSAN Micra 1.4 i-Way,13950,9000,5,88,5,2010,False,False,ce94a8bf-151c-444c-b1f2-e36d1c4808ae
MERCEDES-BENZ E 350 CGI BlueEff Avgarde,54900,20000,5,292,5,2010,False,True,0202a1e5-b420-48ff-b3c8-e48cf21f8b42
CITROEN C6 2.7 HDi V6 Exclusive,16900,104200,4,204,5,2006,False,False,f9672ef7-59b2-4779-8293-9855a9378e06
MERCEDES-BENZ SL 55 AMG,49800,36800,2,476,2,2002,True,False,cf9d7609-6bbd-4e89-80b7-b56d9e17530f
RENAULT Twingo 1.2 Expression,5900,110000,3,59,4,2003,False,False,b49b5f2b-ca88-4714-9be1-1ab516d5d2fb
FORD KA 1.25 Titanium,13900,13600,3,69,4,2010,False,False,806bae62-ba79-48ea-a895-434ddea16a62
SEAT Ibiza 1.9 TDI GT Swiss C,4990,174000,5,110,5,1997,False,False,e8cc03f4-66ab-49b0-85a8-6463df749563
VOLVO V40 T4,4900,259000,5,200,5,1998,False,True,2691eb83-9a58-4ee8-9fa9-0e7f83fdcc25
BMW 330i,9900,99000,4,231,5,2001,False,False,9cdbc205-26fa-4796-9b30-d0b8de324f2e
TOYOTA Sienna XLE 8-Pl+ñtze,51900,2000,5,266,8,2012,False,False,85ff5bc4-e138-40f0-88a2-076330d2b0e3
MASERATI Coup+® GranSport,62500,39950,2,400,4,2006,False,True,ff3ee607-aac5-4989-9ac1-a7cc9c982831
OPEL AGILA 1.2 Enjoy,18056,6000,5,86,5,2012,False,False,5fcd55ab-2c5f-4bac-94c6-2e176926b847
SKODA SUPERB Combi 1.8 TSI Elegance DSG,37900,11760,5,160,5,2010,False,False,a52943c3-68ea-4856-9fd4-5a0932ca7b00
ALFA ROMEO 159 SW 2.0JTD TI,19900,110000,5,170,5,2010,False,True,3c19b734-3bb9-45f8-91d0-bb842fff5fb1
BMW 525i,16900,125000,4,192,5,2004,False,False,6926c190-3aa2-49f2-86be-4297985d7287
BMW 525i,13900,161000,4,192,5,2003,False,False,470ca8bf-62bf-43e9-95b0-34cd4b5f1aee
BMW X5 3.0i,14900,126000,5,231,5,2003,False,False,d8a9bd1a-2ba2-4e44-94cf-421234031029
MAZDA MX-5 1.8i 16V Confort,25900,20000,2,126,2,2007,True,False,313bd04d-ca97-4603-becf-6910f51b236c
MAZDA 6 2.0 16V Exclusive,23900,24000,5,147,5,2009,False,False,63c6a6c1-d546-4e7b-b7b6-a39d4561e49d
BMW 320d Touring ,18900,81000,5,163,5,2006,False,False,033ae56e-4d5f-4aea-b61d-779953100041
CHRYSLER Voyager 2.4 SE,6500,144200,5,147,7,2001,False,False,5e7a2ef8-7b4d-4d0a-8ca5-6642525cfe01
RENAULT Laguna 2.2dCi Dynamique,9900,88000,5,150,5,2005,False,False,f8b9bea8-c4a2-4a04-bafd-0295c02cb270
PORSCHE 911 GT3 RS,244400,30,2,450,2,2012,False,False,b5fa2cb2-d74e-4373-8b81-248263c662bc
LAMBORGHINI Gallardo 5.0 V10 Spyder,189000,5900,2,520,2,2008,True,False,2c1fc665-05be-4105-82b1-1af94a3d127e
PEUGEOT 307 CC 2.0 16V,15900,53400,2,136,4,2004,True,False,d55ac069-2ca2-41f4-8df3-6fffc1b87031
FORD (USA) GT 5.4 V8,169800,11000,2,558,2,2006,False,True,639d093b-c998-40e4-af3f-f5bfb1930e56
MERCEDES-BENZ E 240 El+®gance,14990,147400,5,177,5,2003,False,True,b5ebe299-3677-4b55-95ea-d4a13c8fcfb9
SEAT Alhambra 1.8 T Advantage,39895,200,5,150,5,2010,False,False,d5701069-b321-461e-b7c7-274349ac7932
OPEL Vectra GTS 3.0 CDTi Sport,14500,86000,5,177,5,2006,False,True,62007e79-f0b3-42b3-b6d6-1cd0939e15f4
MERCEDES-BENZ SLK 32 AMG,26800,123400,2,354,2,2003,True,True,0a4f4fdc-70a3-4d7f-81d3-355d02c57275
KIA Magentis 2.0 CRDi Trend,12900,54000,4,140,5,2007,False,False,c46b00f8-00d4-4a05-a6c8-afb7b76722d4
FERRARI F550 Maranello,79800,62000,2,485,2,1997,False,False,9c5be796-1307-4907-a0c1-e356fc21a1aa
AUDI A6 Avant 2.4 Advance,24500,100,5,165,5,2001,False,False,291874ce-3644-4682-84ca-3db570e619de
BMW 320i Touring,8900,110000,5,150,5,1996,False,False,669a0416-66a5-4e9d-8dc1-c1b3a3677038
PORSCHE 911 Sport Classic,285000,10,2,408,4,2011,False,False,0eb5113f-e557-4044-ab13-ec187bb1050b
VW Scirocco 1.4 TSI,28644,21000,3,160,4,2010,False,True,9e33a90f-3a95-424a-a642-0746cce181bd
OPEL INSIGNIA Sports Tourer 2.0 Turbo Edition,26900,25150,5,220,5,2009,False,False,95f567a5-ecca-485c-9ca9-89c3f47c1e01
BMW 330xi,16200,108000,4,231,5,2000,False,False,8a214b6b-46a1-41c0-a45a-236e6f75546b
AUDI S6 quattro,6800,220500,4,340,5,2000,False,True,3b0bdd1f-86eb-4eb0-a1f5-5d0349a34800
TOYOTA Prius 1.5 16V Hybrid,16500,46000,5,78,5,2007,False,False,9afe9e31-a42b-48d4-8c23-508bd0f28ea7
AUDI A3 1.8 Ambition,15800,61000,3,125,5,2001,False,False,028e33ef-9493-4e9e-bf5b-07ab738a5609
SUBARU Legacy 2.0 Swiss,7500,140376,5,125,5,2000,False,False,ff6f42a4-1449-4bb1-b8ba-9b81554c8cb6
AUDI S4 Avant 3.0 TFSI quattro,69900,33000,5,333,5,2010,False,False,960f128d-db11-47cb-aa7b-ca19ba2b7572
FERRARI F550 Maranello,84800,40100,2,485,2,1998,False,True,36ae3656-1255-4640-acce-12e10d0310f5
FERRARI F360 Modena Berlinetta,69800,26200,2,400,2,1999,False,False,5c6f78ff-73e5-4542-a25a-b144a012f83b
OPEL Omega 2.2i 16V Comfort,3900,120000,5,144,5,2000,False,False,f9113886-9173-452c-b24b-afdff36a0197
PORSCHE 911 Turbo,54800,62900,2,420,4,2001,False,False,946f3857-6c54-452f-b496-24d80232fbc7
ASTON MARTIN DB9 Volante,95800,35000,2,457,4,2005,True,False,81bbc6c8-bd0d-4a8e-9dc9-da64d9856d87
LAMBORGHINI Murci+®lago 6.2 Coup+®,198500,38900,2,580,2,2003,False,False,4fbaf81c-0ea2-47f5-b562-9cdb68b898b8
LAMBORGHINI Diablo 6.0,247000,29000,2,550,2,2000,False,False,08254b24-eadd-4585-b0e1-40e782114594
AUDI S8 4.2 quattro,19800,49300,4,360,5,2001,False,False,34918be2-40c4-4162-8332-4513f6429ecc
BMW 318i Touring,3900,165000,5,115,5,1996,False,False,14e8adfa-914e-45fd-b452-757480d28a5d
MERCEDES-BENZ E 350 CGI BlueEff Avgarde,48800,61000,5,292,5,2010,False,True,84b77ec7-fe66-4b36-84d1-b06ad6c89ecc
TOYOTA Prius 1.5 16V Hybrid,15700,89900,5,78,5,2006,False,True,42b77e5c-37ce-416f-9e8b-c99e1efcb958
TOYOTA Auris 1.6 Linea Sol,18900,42000,5,124,5,2010,False,True,c5d16acb-24cb-4760-89cb-f5ac167cad0f
MAZDA 626 2.0i-16V HPV,6500,101000,5,136,5,2001,False,False,fcb3db68-03e5-49d8-ba8c-d9c2bed099c1
PEUGEOT 407 Coup+® 3.0 Pack,17950,37000,2,211,4,2007,False,False,6c9f7ac7-b87f-4411-b2fe-5ff28b14b3d8
TOYOTA Prius 1.5 16V Hybrid,15500,96000,5,78,5,2006,False,False,e1da4951-d9ee-416d-bb2c-09f17c09c793
SUBARU Legacy 2.5 Limited,2900,150000,4,156,5,2000,False,False,75e385cc-4324-4f1b-b632-a18b2bbb948c
OPEL Meriva 1.6i TP Enjoy,14600,35000,5,105,5,2009,False,False,e9210f0d-b894-4c35-8fa5-bf38978820d8
PEUGEOT 206 SW 2.0 16V GTI,2900,159000,5,136,5,2003,False,True,8fd935ea-0d5a-437e-aebb-d9e93fa40b45
BMW 320Ci,24800,78000,2,170,4,2005,True,False,d8cb5e60-071b-4a38-83da-6cbc86ee2d05
BMW Z4 3.0i Roadster,31900,10000,2,231,2,2006,True,True,a6a6e29b-1d7a-4741-a6b7-d6ae314e97b2
LEXUS RX 400h Edition,27800,71105,5,211,5,2007,False,True,45dd3cd6-379f-4a90-b96b-92f114c50d0f
BMW X5 xDrive 48i (4.8i),39800,103000,5,355,5,2007,False,True,3c27123d-f66f-4d2a-a0ac-c083bff8832d
BMW 528i,9890,162000,4,193,5,1999,False,False,a3804644-5a90-4b77-b788-ee32b8354a29
HONDA Civic 2.2 i-CTDi Sport,17300,34000,5,140,5,2009,False,False,1a4d396f-70a9-43ab-904b-9f5ff8fce71a
VW Bora 1.8 T Highline,11800,69840,4,150,5,2002,False,False,a1ab4bf0-8036-4755-a104-983bc1194980
BMW 330i xDrive Touring,35900,42000,5,272,5,2008,False,True,1d25c67a-66f5-48e1-857d-84a45a18c48b
BMW 520d,64900,10,4,177,5,2012,False,True,4d94522b-1472-44a1-86a5-9e908e3b49ed
FIAT Punto 1.2 Active,12990,50,5,65,5,2010,False,True,c90ba762-4742-4f3e-b895-610d5f4f911f
TOYOTA Prius 1.5 16V Hybrid,17200,45000,5,78,5,2006,False,False,47c3877c-c11c-47d1-b9cf-5773cd8cd768
BMW 330xd,22900,65000,4,204,5,2005,False,False,db7eab90-e96e-4be1-90c7-728c11db0810
LEXUS RX 400h,36800,103000,5,211,5,2007,False,False,9129377a-de34-4847-97fd-870301827404
RENAULT M+®gane 2.0 16V Dyn.Conf,23900,31700,2,135,4,2008,True,False,f9470107-9530-4dc8-94aa-8f820cc7d7eb
OPEL Zafira 2.2i Enjoy,6900,196900,5,150,7,2005,False,False,feacc193-2e3d-4a47-a82b-ebd91c7debb3
AUDI A6 Avant 3.2 V6 FSI quatt,34900,49000,5,255,5,2007,False,True,d55ab107-7b82-408f-a708-028f7cec76ee
MERCEDES-BENZ A 170 Classic,9300,86000,3,115,5,2005,False,False,9d5711b1-d016-4177-9384-c96e98abf6c6
RENAULT Sc+®nic 1.6 16V Dynamique,8900,65000,5,114,5,2004,False,False,8c6ae168-c29e-4d81-9409-fe1e5f8c889a
SKODA FABIA 1.2 55 Classic Life Style,9900,26500,5,55,5,2004,False,True,6eb5935a-e066-4d79-89c5-6230d14cd9f5
VOLVO V40 2.0T Limited SportsEd,9900,126800,5,163,5,2003,False,False,e9169187-d1ef-4fbf-828b-337b8146acaf
VOLVO V50 1.8 Kinetic,13900,64000,5,125,5,2004,False,True,1a6ca004-6aeb-472c-93b1-fc8e5053e158
ALFA ROMEO 147 1.6 16V Distinctive,14900,21100,5,121,5,2008,False,False,22620311-f4b7-4e6f-8565-e12098c97489
MERCEDES-BENZ SL 320,29800,83600,2,224,2,1999,True,True,cff7d60c-f777-432f-8a63-699b174f219e
MERCEDES-BENZ E 280 El+®gance 4-Matic,4800,208000,4,204,5,1997,False,False,410d44fd-2e44-4a98-8cf7-b2a4b9c16003
TOYOTA Avensis 2.0 Linea Sol,9900,68000,5,150,5,2001,False,False,a04aa6ad-9c25-4f2d-8f5a-09be03e28db8
NISSAN 370 Z Roadster Pack,49700,2501,2,328,2,2012,True,False,bba20733-7aba-4342-b94e-9e77d0be493f
OPEL Corsa 1.2 16V Club,6900,96000,3,75,5,2002,False,False,2e492136-d4f1-4796-bc84-0f4b18d75017
RENAULT Clio 1.4 16V Privil+¿ge,4900,141460,5,98,5,2002,False,False,fbafd0db-6c99-424a-90cf-9d503d10bd7d
OPEL Corsa 1.8 16V GSi,6500,87000,3,125,5,2002,False,False,e91cc2ae-ec71-4614-a5f6-66579759e38a
TOYOTA Auris 1.6 Linea Luna,18800,46800,5,124,5,2007,False,True,a8ab41ee-8664-4135-9e50-57b1155ea6b8
SEAT EXEO 2.0 TSI Sport,36500,2500,4,200,5,2009,False,False,a5d97312-414d-4909-b433-e831accc4cf0
VOLVO S80 2.8 T6,10900,101000,4,272,5,2001,False,False,c23f07ee-15cd-4b9f-88ba-b4c08176b19a
MERCEDES-BENZ B 180 CDI MyStar,24900,24500,5,109,5,2011,False,True,6005988f-08c9-4233-a1bc-a0de08f363a3
FERRARI 612 ,135000,21500,2,540,4,2005,False,True,c0d99df7-18b2-48be-b318-77e3a3c30617
MERCEDES-BENZ SLS 63 AMG,147800,24000,2,571,2,2011,False,False,e72d9679-c7d6-430f-ac31-481e17b42c84
AUDI A4 2.0T FSI DTM,26500,67000,4,220,5,2006,False,False,8b1fc7c0-ba53-42a2-ba41-c3daf718c7aa
CHRYSLER Sebring 2.7 V6 Ltd. (LX),9900,57577,4,203,5,2006,False,False,370cebe2-bc37-46f1-8830-9fd422f788cb
MAZDA MX-5  2.0i 16V Sport,29900,5000,2,160,2,2011,True,False,f66ce224-f4ea-4247-913d-3337e13b640a
RENAULT M+®gane 2.0 16V IDE Dynam.,6900,54000,2,138,4,2003,True,True,63ef98e5-f33a-4090-abab-ad173eb164d8
TOYOTA iQ 1.0 Luna,11600,29000,3,68,4,2009,False,True,6eb5f171-407d-46b4-9895-d50affd2bf75
SAAB 9-3 2.0 (1.8t) Vector,32900,36000,5,150,5,2008,False,False,c5a7af38-6cd7-4f22-a44b-9958c3664a1b
FERRARI F550 Maranello,89800,42100,2,485,2,1998,False,False,a2af2ce9-e266-451d-8f84-e674bd50b753
PORSCHE 911 GT2,199800,1600,2,530,2,2010,False,False,a048b408-d88a-4eb8-917c-8330dde5e53d
SEAT Cordoba 1.4 Stylance,12900,38900,4,100,5,2006,False,False,8f787539-57f3-4231-8479-58fd233ec5f9
VW Passat 2.0 Comfort,9800,116000,4,130,5,2003,False,False,94617517-b8c0-402d-b649-c57018f48a73
